file,agent_type,reassurance_type,reassurance_delivery_style,sequence,turn_index,confidence,accuracy,toc_turn,condition
2026-05-27T08-35-33__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep4.json,nonjtc,calibrated,brief_naturalistic,sequence_1,4,84.0,1,4,nonjtc / calibrated
2026-05-27T08-17-06__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_2__rep2.json,jtc,calibrated,warm_supportive,sequence_2,1,58.0,1,3,jtc / calibrated
2026-05-27T08-17-06__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_2__rep2.json,jtc,calibrated,warm_supportive,sequence_2,2,63.0,1,3,jtc / calibrated
2026-05-27T08-17-06__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_2__rep2.json,jtc,calibrated,warm_supportive,sequence_2,3,82.0,1,3,jtc / calibrated
2026-05-27T08-40-10__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_1__rep3.json,nonjtc,calibrated,warm_supportive,sequence_1,1,18.0,1,4,nonjtc / calibrated
2026-05-27T08-40-10__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_1__rep3.json,nonjtc,calibrated,warm_supportive,sequence_1,2,24.0,1,4,nonjtc / calibrated
2026-05-27T08-40-10__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_1__rep3.json,nonjtc,calibrated,warm_supportive,sequence_1,3,58.0,1,4,nonjtc / calibrated
2026-05-27T08-40-10__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_1__rep3.json,nonjtc,calibrated,warm_supportive,sequence_1,4,86.0,1,4,nonjtc / calibrated
2026-05-27T10-02-28__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep7.json,nonjtc,miscalibrated,confidence_focused,sequence_2,1,18.0,1,5,nonjtc / miscalibrated
2026-05-27T10-02-28__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep7.json,nonjtc,miscalibrated,confidence_focused,sequence_2,2,34.0,1,5,nonjtc / miscalibrated
2026-05-27T10-02-28__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep7.json,nonjtc,miscalibrated,confidence_focused,sequence_2,3,49.0,1,5,nonjtc / miscalibrated
2026-05-27T10-02-28__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep7.json,nonjtc,miscalibrated,confidence_focused,sequence_2,4,72.0,1,5,nonjtc / miscalibrated
2026-05-27T10-02-28__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep7.json,nonjtc,miscalibrated,confidence_focused,sequence_2,5,86.0,1,5,nonjtc / miscalibrated
2026-05-27T08-14-14__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_2__rep2.json,jtc,calibrated,brief_naturalistic,sequence_2,1,58.0,1,3,jtc / calibrated
2026-05-27T08-14-14__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_2__rep2.json,jtc,calibrated,brief_naturalistic,sequence_2,2,62.0,1,3,jtc / calibrated
2026-05-27T08-14-14__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_2__rep2.json,jtc,calibrated,brief_naturalistic,sequence_2,3,84.0,1,3,jtc / calibrated
2026-05-27T08-53-54__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_2__rep9.json,nonjtc,calibrated,confidence_focused,sequence_2,1,18.0,1,5,nonjtc / calibrated
2026-05-27T08-53-54__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_2__rep9.json,nonjtc,calibrated,confidence_focused,sequence_2,2,24.0,1,5,nonjtc / calibrated
2026-05-27T08-53-54__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_2__rep9.json,nonjtc,calibrated,confidence_focused,sequence_2,3,42.0,1,5,nonjtc / calibrated
2026-05-27T08-53-54__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_2__rep9.json,nonjtc,calibrated,confidence_focused,sequence_2,4,68.0,1,5,nonjtc / calibrated
2026-05-27T08-53-54__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_2__rep9.json,nonjtc,calibrated,confidence_focused,sequence_2,5,84.0,1,5,nonjtc / calibrated
2026-05-27T09-03-59__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep4.json,nonjtc,miscalibrated,process_focused,sequence_1,1,18.0,1,4,nonjtc / miscalibrated
2026-05-27T09-03-59__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep4.json,nonjtc,miscalibrated,process_focused,sequence_1,2,32.0,1,4,nonjtc / miscalibrated
2026-05-27T09-03-59__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep4.json,nonjtc,miscalibrated,process_focused,sequence_1,3,57.0,1,4,nonjtc / miscalibrated
2026-05-27T09-03-59__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep4.json,nonjtc,miscalibrated,process_focused,sequence_1,4,84.0,1,4,nonjtc / miscalibrated
2026-05-27T08-22-07__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_1__rep7.json,jtc,calibrated,confidence_focused,sequence_1,1,58.0,1,3,jtc / calibrated
2026-05-27T08-22-07__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_1__rep7.json,jtc,calibrated,confidence_focused,sequence_1,2,66.0,1,3,jtc / calibrated
2026-05-27T08-22-07__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_1__rep7.json,jtc,calibrated,confidence_focused,sequence_1,3,84.0,1,3,jtc / calibrated
2026-05-27T08-13-05__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_1__rep4.json,jtc,calibrated,brief_naturalistic,sequence_1,1,58.0,1,3,jtc / calibrated
2026-05-27T08-13-05__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_1__rep4.json,jtc,calibrated,brief_naturalistic,sequence_1,2,66.0,1,3,jtc / calibrated
2026-05-27T08-13-05__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_1__rep4.json,jtc,calibrated,brief_naturalistic,sequence_1,3,86.0,1,3,jtc / calibrated
2026-05-27T09-06-37__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep7.json,nonjtc,miscalibrated,process_focused,sequence_2,1,18.0,1,4,nonjtc / miscalibrated
2026-05-27T09-06-37__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep7.json,nonjtc,miscalibrated,process_focused,sequence_2,2,28.0,1,4,nonjtc / miscalibrated
2026-05-27T09-06-37__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep7.json,nonjtc,miscalibrated,process_focused,sequence_2,3,62.0,1,4,nonjtc / miscalibrated
2026-05-27T09-06-37__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep7.json,nonjtc,miscalibrated,process_focused,sequence_2,4,83.0,1,4,nonjtc / miscalibrated
2026-05-27T09-01-01__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep1.json,nonjtc,miscalibrated,warm_supportive,sequence_2,1,18.0,1,5,nonjtc / miscalibrated
2026-05-27T09-01-01__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep1.json,nonjtc,miscalibrated,warm_supportive,sequence_2,2,24.0,1,5,nonjtc / miscalibrated
2026-05-27T09-01-01__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep1.json,nonjtc,miscalibrated,warm_supportive,sequence_2,3,46.0,1,5,nonjtc / miscalibrated
2026-05-27T09-01-01__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep1.json,nonjtc,miscalibrated,warm_supportive,sequence_2,4,68.0,1,5,nonjtc / miscalibrated
2026-05-27T09-01-01__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep1.json,nonjtc,miscalibrated,warm_supportive,sequence_2,5,84.0,1,5,nonjtc / miscalibrated
2026-05-27T08-46-04__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_1__rep8.json,nonjtc,calibrated,process_focused,sequence_1,1,18.0,1,6,nonjtc / calibrated
2026-05-27T08-46-04__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_1__rep8.json,nonjtc,calibrated,process_focused,sequence_1,2,24.0,1,6,nonjtc / calibrated
2026-05-27T08-46-04__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_1__rep8.json,nonjtc,calibrated,process_focused,sequence_1,3,32.0,1,6,nonjtc / calibrated
2026-05-27T08-46-04__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_1__rep8.json,nonjtc,calibrated,process_focused,sequence_1,4,61.0,1,6,nonjtc / calibrated
2026-05-27T08-46-04__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_1__rep8.json,nonjtc,calibrated,process_focused,sequence_1,5,78.0,1,6,nonjtc / calibrated
2026-05-27T08-46-04__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_1__rep8.json,nonjtc,calibrated,process_focused,sequence_1,6,90.0,1,6,nonjtc / calibrated
2026-05-27T09-03-07__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep10.json,nonjtc,miscalibrated,warm_supportive,sequence_2,1,18.0,1,5,nonjtc / miscalibrated
2026-05-27T09-03-07__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep10.json,nonjtc,miscalibrated,warm_supportive,sequence_2,2,28.0,1,5,nonjtc / miscalibrated
2026-05-27T09-03-07__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep10.json,nonjtc,miscalibrated,warm_supportive,sequence_2,3,56.0,1,5,nonjtc / miscalibrated
2026-05-27T09-03-07__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep10.json,nonjtc,miscalibrated,warm_supportive,sequence_2,4,72.0,1,5,nonjtc / miscalibrated
2026-05-27T09-03-07__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep10.json,nonjtc,miscalibrated,warm_supportive,sequence_2,5,85.0,1,5,nonjtc / miscalibrated
2026-05-27T08-18-09__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_2__rep10.json,jtc,calibrated,warm_supportive,sequence_2,1,58.0,1,3,jtc / calibrated
2026-05-27T08-18-09__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_2__rep10.json,jtc,calibrated,warm_supportive,sequence_2,2,68.0,1,3,jtc / calibrated
2026-05-27T08-18-09__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_2__rep10.json,jtc,calibrated,warm_supportive,sequence_2,3,84.0,1,3,jtc / calibrated
2026-05-27T08-54-24__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_1__rep1.json,nonjtc,miscalibrated,brief_naturalistic,sequence_1,1,18.0,1,5,nonjtc / miscalibrated
2026-05-27T08-54-24__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_1__rep1.json,nonjtc,miscalibrated,brief_naturalistic,sequence_1,2,24.0,1,5,nonjtc / miscalibrated
2026-05-27T08-54-24__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_1__rep1.json,nonjtc,miscalibrated,brief_naturalistic,sequence_1,3,38.0,1,5,nonjtc / miscalibrated
2026-05-27T08-54-24__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_1__rep1.json,nonjtc,miscalibrated,brief_naturalistic,sequence_1,4,68.0,1,5,nonjtc / miscalibrated
2026-05-27T08-54-24__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_1__rep1.json,nonjtc,miscalibrated,brief_naturalistic,sequence_1,5,84.0,1,5,nonjtc / miscalibrated
2026-05-27T08-37-24__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_2__rep2.json,nonjtc,calibrated,brief_naturalistic,sequence_2,1,18.0,1,5,nonjtc / calibrated
2026-05-27T08-37-24__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_2__rep2.json,nonjtc,calibrated,brief_naturalistic,sequence_2,2,24.0,1,5,nonjtc / calibrated
2026-05-27T08-37-24__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_2__rep2.json,nonjtc,calibrated,brief_naturalistic,sequence_2,3,42.0,1,5,nonjtc / calibrated
2026-05-27T08-37-24__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_2__rep2.json,nonjtc,calibrated,brief_naturalistic,sequence_2,4,64.0,1,5,nonjtc / calibrated
2026-05-27T08-37-24__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_2__rep2.json,nonjtc,calibrated,brief_naturalistic,sequence_2,5,84.0,1,5,nonjtc / calibrated
2026-05-27T08-37-43__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_2__rep3.json,nonjtc,calibrated,brief_naturalistic,sequence_2,1,18.0,1,6,nonjtc / calibrated
2026-05-27T08-37-43__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_2__rep3.json,nonjtc,calibrated,brief_naturalistic,sequence_2,2,24.0,1,6,nonjtc / calibrated
2026-05-27T08-37-43__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_2__rep3.json,nonjtc,calibrated,brief_naturalistic,sequence_2,3,42.0,1,6,nonjtc / calibrated
2026-05-27T08-37-43__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_2__rep3.json,nonjtc,calibrated,brief_naturalistic,sequence_2,4,58.0,1,6,nonjtc / calibrated
2026-05-27T08-37-43__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_2__rep3.json,nonjtc,calibrated,brief_naturalistic,sequence_2,5,72.0,1,6,nonjtc / calibrated
2026-05-27T08-37-43__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_2__rep3.json,nonjtc,calibrated,brief_naturalistic,sequence_2,6,86.0,1,6,nonjtc / calibrated
2026-05-27T08-25-54__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_2__rep6.json,jtc,miscalibrated,brief_naturalistic,sequence_2,1,58.0,0,2,jtc / miscalibrated
2026-05-27T08-25-54__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_2__rep6.json,jtc,miscalibrated,brief_naturalistic,sequence_2,2,76.0,0,2,jtc / miscalibrated
2026-05-27T08-33-27__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_2__rep1.json,jtc,miscalibrated,confidence_focused,sequence_2,1,58.0,0,2,jtc / miscalibrated
2026-05-27T08-33-27__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_2__rep1.json,jtc,miscalibrated,confidence_focused,sequence_2,2,82.0,0,2,jtc / miscalibrated
2026-05-27T08-36-55__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep10.json,nonjtc,calibrated,brief_naturalistic,sequence_1,1,18.0,1,5,nonjtc / calibrated
2026-05-27T08-36-55__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep10.json,nonjtc,calibrated,brief_naturalistic,sequence_1,2,24.0,1,5,nonjtc / calibrated
2026-05-27T08-36-55__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep10.json,nonjtc,calibrated,brief_naturalistic,sequence_1,3,58.0,1,5,nonjtc / calibrated
2026-05-27T08-36-55__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep10.json,nonjtc,calibrated,brief_naturalistic,sequence_1,4,78.0,1,5,nonjtc / calibrated
2026-05-27T08-36-55__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep10.json,nonjtc,calibrated,brief_naturalistic,sequence_1,5,90.0,1,5,nonjtc / calibrated
2026-05-27T09-00-33__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_1__rep9.json,nonjtc,miscalibrated,warm_supportive,sequence_1,1,18.0,1,5,nonjtc / miscalibrated
2026-05-27T09-00-33__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_1__rep9.json,nonjtc,miscalibrated,warm_supportive,sequence_1,2,28.0,1,5,nonjtc / miscalibrated
2026-05-27T09-00-33__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_1__rep9.json,nonjtc,miscalibrated,warm_supportive,sequence_1,3,38.0,1,5,nonjtc / miscalibrated
2026-05-27T09-00-33__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_1__rep9.json,nonjtc,miscalibrated,warm_supportive,sequence_1,4,68.0,1,5,nonjtc / miscalibrated
2026-05-27T09-00-33__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_1__rep9.json,nonjtc,miscalibrated,warm_supportive,sequence_1,5,84.0,1,5,nonjtc / miscalibrated
2026-05-27T10-02-10__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep6.json,nonjtc,miscalibrated,confidence_focused,sequence_2,1,18.0,1,4,nonjtc / miscalibrated
2026-05-27T10-02-10__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep6.json,nonjtc,miscalibrated,confidence_focused,sequence_2,2,28.0,1,4,nonjtc / miscalibrated
2026-05-27T10-02-10__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep6.json,nonjtc,miscalibrated,confidence_focused,sequence_2,3,61.0,1,4,nonjtc / miscalibrated
2026-05-27T10-02-10__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep6.json,nonjtc,miscalibrated,confidence_focused,sequence_2,4,84.0,1,4,nonjtc / miscalibrated
2026-05-27T09-06-26__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep6.json,nonjtc,miscalibrated,process_focused,sequence_2,1,18.0,1,4,nonjtc / miscalibrated
2026-05-27T09-06-26__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep6.json,nonjtc,miscalibrated,process_focused,sequence_2,2,28.0,1,4,nonjtc / miscalibrated
2026-05-27T09-06-26__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep6.json,nonjtc,miscalibrated,process_focused,sequence_2,3,62.0,1,4,nonjtc / miscalibrated
2026-05-27T09-06-26__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep6.json,nonjtc,miscalibrated,process_focused,sequence_2,4,84.0,1,4,nonjtc / miscalibrated
2026-05-27T09-05-15__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep10.json,nonjtc,miscalibrated,process_focused,sequence_1,1,18.0,1,5,nonjtc / miscalibrated
2026-05-27T09-05-15__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep10.json,nonjtc,miscalibrated,process_focused,sequence_1,2,30.0,1,5,nonjtc / miscalibrated
2026-05-27T09-05-15__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep10.json,nonjtc,miscalibrated,process_focused,sequence_1,3,42.0,1,5,nonjtc / miscalibrated
2026-05-27T09-05-15__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep10.json,nonjtc,miscalibrated,process_focused,sequence_1,4,68.0,1,5,nonjtc / miscalibrated
2026-05-27T09-05-15__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep10.json,nonjtc,miscalibrated,process_focused,sequence_1,5,86.0,1,5,nonjtc / miscalibrated
2026-05-27T08-33-05__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_1__rep8.json,jtc,miscalibrated,confidence_focused,sequence_1,1,58.0,1,3,jtc / miscalibrated
2026-05-27T08-33-05__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_1__rep8.json,jtc,miscalibrated,confidence_focused,sequence_1,2,78.0,1,3,jtc / miscalibrated
2026-05-27T08-33-05__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_1__rep8.json,jtc,miscalibrated,confidence_focused,sequence_1,3,91.0,1,3,jtc / miscalibrated
2026-05-27T08-34-04__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_2__rep5.json,jtc,miscalibrated,confidence_focused,sequence_2,1,58.0,0,3,jtc / miscalibrated
2026-05-27T08-34-04__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_2__rep5.json,jtc,miscalibrated,confidence_focused,sequence_2,2,74.0,0,3,jtc / miscalibrated
2026-05-27T08-34-04__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_2__rep5.json,jtc,miscalibrated,confidence_focused,sequence_2,3,84.0,0,3,jtc / miscalibrated
2026-05-27T08-32-56__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_1__rep7.json,jtc,miscalibrated,confidence_focused,sequence_1,1,58.0,1,3,jtc / miscalibrated
2026-05-27T08-32-56__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_1__rep7.json,jtc,miscalibrated,confidence_focused,sequence_1,2,74.0,1,3,jtc / miscalibrated
2026-05-27T08-32-56__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_1__rep7.json,jtc,miscalibrated,confidence_focused,sequence_1,3,90.0,1,3,jtc / miscalibrated
2026-05-27T09-03-20__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep1.json,nonjtc,miscalibrated,process_focused,sequence_1,1,18.0,1,4,nonjtc / miscalibrated
2026-05-27T09-03-20__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep1.json,nonjtc,miscalibrated,process_focused,sequence_1,2,32.0,1,4,nonjtc / miscalibrated
2026-05-27T09-03-20__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep1.json,nonjtc,miscalibrated,process_focused,sequence_1,3,61.0,1,4,nonjtc / miscalibrated
2026-05-27T09-03-20__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep1.json,nonjtc,miscalibrated,process_focused,sequence_1,4,86.0,1,4,nonjtc / miscalibrated
2026-05-27T08-40-23__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_1__rep4.json,nonjtc,calibrated,warm_supportive,sequence_1,1,18.0,1,4,nonjtc / calibrated
2026-05-27T08-40-23__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_1__rep4.json,nonjtc,calibrated,warm_supportive,sequence_1,2,24.0,1,4,nonjtc / calibrated
2026-05-27T08-40-23__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_1__rep4.json,nonjtc,calibrated,warm_supportive,sequence_1,3,58.0,1,4,nonjtc / calibrated
2026-05-27T08-40-23__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_1__rep4.json,nonjtc,calibrated,warm_supportive,sequence_1,4,82.0,1,4,nonjtc / calibrated
2026-05-27T08-47-28__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_2__rep4.json,nonjtc,calibrated,process_focused,sequence_2,1,18.0,1,6,nonjtc / calibrated
2026-05-27T08-47-28__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_2__rep4.json,nonjtc,calibrated,process_focused,sequence_2,2,24.0,1,6,nonjtc / calibrated
2026-05-27T08-47-28__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_2__rep4.json,nonjtc,calibrated,process_focused,sequence_2,3,42.0,1,6,nonjtc / calibrated
2026-05-27T08-47-28__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_2__rep4.json,nonjtc,calibrated,process_focused,sequence_2,4,61.0,1,6,nonjtc / calibrated
2026-05-27T08-47-28__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_2__rep4.json,nonjtc,calibrated,process_focused,sequence_2,5,74.0,1,6,nonjtc / calibrated
2026-05-27T08-47-28__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_2__rep4.json,nonjtc,calibrated,process_focused,sequence_2,6,86.0,1,6,nonjtc / calibrated
2026-05-27T08-35-21__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep3.json,nonjtc,calibrated,brief_naturalistic,sequence_1,1,18.0,1,5,nonjtc / calibrated
2026-05-27T08-35-21__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep3.json,nonjtc,calibrated,brief_naturalistic,sequence_1,2,22.0,1,5,nonjtc / calibrated
2026-05-27T08-35-21__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep3.json,nonjtc,calibrated,brief_naturalistic,sequence_1,3,58.0,1,5,nonjtc / calibrated
2026-05-27T08-35-21__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep3.json,nonjtc,calibrated,brief_naturalistic,sequence_1,4,76.0,1,5,nonjtc / calibrated
2026-05-27T08-35-21__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep3.json,nonjtc,calibrated,brief_naturalistic,sequence_1,5,88.0,1,5,nonjtc / calibrated
2026-05-27T09-09-02__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_1__rep8.json,nonjtc,miscalibrated,confidence_focused,sequence_1,1,12.0,1,4,nonjtc / miscalibrated
2026-05-27T09-09-02__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_1__rep8.json,nonjtc,miscalibrated,confidence_focused,sequence_1,2,24.0,1,4,nonjtc / miscalibrated
2026-05-27T09-09-02__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_1__rep8.json,nonjtc,miscalibrated,confidence_focused,sequence_1,3,62.0,1,4,nonjtc / miscalibrated
2026-05-27T09-09-02__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_1__rep8.json,nonjtc,miscalibrated,confidence_focused,sequence_1,4,86.0,1,4,nonjtc / miscalibrated
2026-05-27T08-28-14__openai_gpt_5_4__jtc__miscalibrated__warm_supportive__sequence_2__rep4.json,jtc,miscalibrated,warm_supportive,sequence_2,1,58.0,0,3,jtc / miscalibrated
2026-05-27T08-28-14__openai_gpt_5_4__jtc__miscalibrated__warm_supportive__sequence_2__rep4.json,jtc,miscalibrated,warm_supportive,sequence_2,2,72.0,0,3,jtc / miscalibrated
2026-05-27T08-28-14__openai_gpt_5_4__jtc__miscalibrated__warm_supportive__sequence_2__rep4.json,jtc,miscalibrated,warm_supportive,sequence_2,3,84.0,0,3,jtc / miscalibrated
2026-05-27T08-31-16__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep5.json,jtc,miscalibrated,process_focused,sequence_2,1,58.0,0,3,jtc / miscalibrated
2026-05-27T08-31-16__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep5.json,jtc,miscalibrated,process_focused,sequence_2,2,76.0,0,3,jtc / miscalibrated
2026-05-27T08-31-16__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep5.json,jtc,miscalibrated,process_focused,sequence_2,3,84.0,0,3,jtc / miscalibrated
2026-05-27T08-35-45__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep5.json,nonjtc,calibrated,brief_naturalistic,sequence_1,1,18.0,1,4,nonjtc / calibrated
2026-05-27T08-35-45__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep5.json,nonjtc,calibrated,brief_naturalistic,sequence_1,2,22.0,1,4,nonjtc / calibrated
2026-05-27T08-35-45__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep5.json,nonjtc,calibrated,brief_naturalistic,sequence_1,3,58.0,1,4,nonjtc / calibrated
