file,agent_type,reassurance_type,reassurance_delivery_style,condition,mean_abs_confidence_change,max_abs_confidence_jump,early_confidence_gain,accuracy
2026-05-27T09-04-49__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep8.json,nonjtc,miscalibrated,process_focused,nonjtc / miscalibrated,16.75,27.0,14.0,1
2026-05-27T09-05-01__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep9.json,nonjtc,miscalibrated,process_focused,nonjtc / miscalibrated,24.0,38.0,12.0,1
2026-05-27T09-05-15__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep10.json,nonjtc,miscalibrated,process_focused,nonjtc / miscalibrated,17.0,26.0,12.0,1
2026-05-27T09-05-25__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep1.json,nonjtc,miscalibrated,process_focused,nonjtc / miscalibrated,22.0,35.0,10.0,1
2026-05-27T09-05-36__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep2.json,nonjtc,miscalibrated,process_focused,nonjtc / miscalibrated,22.0,34.0,12.0,1
2026-05-27T09-05-47__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep3.json,nonjtc,miscalibrated,process_focused,nonjtc / miscalibrated,22.0,29.0,14.0,1
2026-05-27T09-06-01__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep4.json,nonjtc,miscalibrated,process_focused,nonjtc / miscalibrated,17.5,28.0,12.0,1
2026-05-27T09-06-14__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep5.json,nonjtc,miscalibrated,process_focused,nonjtc / miscalibrated,22.0,32.0,10.0,1
2026-05-27T09-06-26__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep6.json,nonjtc,miscalibrated,process_focused,nonjtc / miscalibrated,22.0,34.0,10.0,1
2026-05-27T09-06-37__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep7.json,nonjtc,miscalibrated,process_focused,nonjtc / miscalibrated,21.666666666666668,34.0,10.0,1
2026-05-27T09-06-49__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep8.json,nonjtc,miscalibrated,process_focused,nonjtc / miscalibrated,22.0,34.0,10.0,1
2026-05-27T09-07-01__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep9.json,nonjtc,miscalibrated,process_focused,nonjtc / miscalibrated,22.0,31.0,14.0,1
2026-05-27T09-07-12__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep10.json,nonjtc,miscalibrated,process_focused,nonjtc / miscalibrated,22.0,35.0,10.0,1
2026-05-27T09-07-28__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_1__rep1.json,nonjtc,miscalibrated,confidence_focused,nonjtc / miscalibrated,16.75,34.0,10.0,1
2026-05-27T09-07-44__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_1__rep2.json,nonjtc,miscalibrated,confidence_focused,nonjtc / miscalibrated,17.25,40.0,10.0,1
2026-05-27T09-07-57__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_1__rep3.json,nonjtc,miscalibrated,confidence_focused,nonjtc / miscalibrated,23.333333333333332,39.0,10.0,1
2026-05-27T09-08-11__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_1__rep4.json,nonjtc,miscalibrated,confidence_focused,nonjtc / miscalibrated,17.0,26.0,10.0,1
2026-05-27T09-08-22__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_1__rep5.json,nonjtc,miscalibrated,confidence_focused,nonjtc / miscalibrated,22.333333333333332,42.0,10.0,1
2026-05-27T09-08-36__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_1__rep6.json,nonjtc,miscalibrated,confidence_focused,nonjtc / miscalibrated,17.5,30.0,10.0,1
2026-05-27T09-08-51__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_1__rep7.json,nonjtc,miscalibrated,confidence_focused,nonjtc / miscalibrated,16.5,29.0,10.0,1
2026-05-27T09-09-02__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_1__rep8.json,nonjtc,miscalibrated,confidence_focused,nonjtc / miscalibrated,24.666666666666668,38.0,12.0,1
2026-05-27T10-00-31__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_1__rep9.json,nonjtc,miscalibrated,confidence_focused,nonjtc / miscalibrated,17.0,32.0,10.0,1
2026-05-27T10-00-57__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_1__rep10.json,nonjtc,miscalibrated,confidence_focused,nonjtc / miscalibrated,17.0,34.0,6.0,1
2026-05-27T10-01-09__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep1.json,nonjtc,miscalibrated,confidence_focused,nonjtc / miscalibrated,22.666666666666668,34.0,10.0,1
2026-05-27T10-01-22__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep2.json,nonjtc,miscalibrated,confidence_focused,nonjtc / miscalibrated,22.0,34.0,10.0,1
2026-05-27T10-01-35__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep3.json,nonjtc,miscalibrated,confidence_focused,nonjtc / miscalibrated,22.666666666666668,33.0,10.0,1
2026-05-27T10-01-46__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep4.json,nonjtc,miscalibrated,confidence_focused,nonjtc / miscalibrated,22.0,34.0,10.0,1
2026-05-27T10-01-58__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep5.json,nonjtc,miscalibrated,confidence_focused,nonjtc / miscalibrated,22.666666666666668,44.0,10.0,1
2026-05-27T10-02-10__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep6.json,nonjtc,miscalibrated,confidence_focused,nonjtc / miscalibrated,22.0,33.0,10.0,1
2026-05-27T10-02-28__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep7.json,nonjtc,miscalibrated,confidence_focused,nonjtc / miscalibrated,17.0,23.0,16.0,1
2026-05-27T10-02-48__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep8.json,nonjtc,miscalibrated,confidence_focused,nonjtc / miscalibrated,17.0,30.0,10.0,1
2026-05-27T10-03-05__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep9.json,nonjtc,miscalibrated,confidence_focused,nonjtc / miscalibrated,22.333333333333332,34.0,10.0,1
2026-05-27T10-03-19__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep10.json,nonjtc,miscalibrated,confidence_focused,nonjtc / miscalibrated,22.0,33.0,10.0,1
